Date	Technoblade	Technothepig	StudioLORE	Derp Squad
Bar colors	#f59e9d	#c3ecb0	#ffaf6d	#689f39
Bar images	x	x	x	x
"Jun 18, 2014"	24		0	0
"Jun 19, 2014"	9		0	0
"Jun 20, 2014"	22		0	0
"Jun 21, 2014"	25		0	0
"Jun 22, 2014"	19		0	0
"Jun 23, 2014"	22		1	0
"Jun 24, 2014"	19		0	0
"Jun 25, 2014"	29		0	0
"Jun 26, 2014"	32		0	0
"Jun 27, 2014"	16		0	0
"Jun 28, 2014"	23		0	0
"Jun 29, 2014"	25		0	0
"Jun 30, 2014"	23		0	0
"Jul 01, 2014"	32		0	0
"Jul 02, 2014"	20		0	0
"Jul 03, 2014"	20		0	0
"Jul 04, 2014"	16		0	0
"Jul 05, 2014"	18		0	0
"Jul 06, 2014"	18		0	0
"Jul 07, 2014"	24		0	0
"Jul 08, 2014"	27		0	0
"Jul 09, 2014"	35		0	0
"Jul 10, 2014"	20		0	0
"Jul 11, 2014"	29		0	0
"Jul 12, 2014"	29		0	0
"Jul 13, 2014"	25		0	0
"Jul 14, 2014"	30		0	0
"Jul 15, 2014"	17		0	0
"Jul 16, 2014"	26		0	0
"Jul 17, 2014"	19		0	0
"Jul 18, 2014"	25		0	0
"Jul 19, 2014"	23		1	0
"Jul 20, 2014"	23		0	0
"Jul 21, 2014"	28		0	0
"Jul 22, 2014"	26		0	0
"Jul 23, 2014"	22		0	0
"Jul 24, 2014"	29		0	0
"Jul 25, 2014"	21		0	0
"Jul 26, 2014"	20		0	0
"Jul 27, 2014"	27		0	0
"Jul 28, 2014"	27		0	0
"Jul 29, 2014"	38		0	0
"Jul 30, 2014"	27		0	0
"Jul 31, 2014"	30		0	0
"Aug 01, 2014"	33		0	0
"Aug 02, 2014"	24		0	0
"Aug 03, 2014"	30		0	0
"Aug 04, 2014"	37		0	0
"Aug 05, 2014"	26		0	0
"Aug 06, 2014"	32		0	0
"Aug 07, 2014"	46		0	0
"Aug 08, 2014"	28		0	0
"Aug 09, 2014"	32		0	0
"Aug 10, 2014"	37		0	0
"Aug 11, 2014"	34		0	0
"Aug 12, 2014"	47		0	0
"Aug 13, 2014"	40		0	0
"Aug 14, 2014"	30		0	0
"Aug 15, 2014"	21		1	0
"Aug 16, 2014"	29		0	0
